-59_16__2_19_2020-09-12.jpg,0.5000," (1, 0."
-59_16__2_23_2020-09-12.jpg,0.6667," (1, 0."
-59_2__2_15_2020-09-12.jpg,1.0000," (1, 0."
-59_2__2_19_2020-09-12.jpg,0.0000," (1, 0."
-63_36__-10_0_2018-07-25.jpg,0.5000," (1, 0."
-63_36__-10_04_2018-07-25.jpg,0.0000," (1, 0."
-63_36__-10_08_2018-07-25.jpg,0.0000," (1, 0."
-63_36__-9_88_2018-07-25.jpg,0.2533," (1, 0."
-63_36__-9_92_2018-07-25.jpg,0.0417," (1, 0."
-63_36__-9_96_2018-07-25.jpg,0.0577," (1, 0."
-63_4__-10_0_2018-07-25.jpg,0.0833," (1, 0."
-63_4__-10_04_2018-07-25.jpg,0.0263," (1, 0."
-63_4__-10_08_2018-07-25.jpg,0.1958," (1, 0."
-63_4__-9_92_2018-07-25.jpg,0.0095," (1, 0."
-63_4__-9_96_2018-07-25.jpg,0.0385," (1, 0."
-63_44__-10_0_2018-07-25.jpg,0.0556," (1, 0."
-63_44__-10_04_2018-07-25.jpg,0.0133," (1, 0."
-63_44__-10_08_2018-07-25.jpg,0.0491," (1, 0."
-63_44__-9_92_2018-07-25.jpg,0.0125," (1, 0."
-63_44__-9_96_2018-07-25.jpg,1.0000," (1, 0."
-63_48__-10_0_2018-07-25.jpg,0.1000," (1, 0."
-63_48__-10_04_2018-07-25.jpg,0.5000," (1, 0."
-63_48__-9_88_2018-07-25.jpg,0.0000," (1, 0."
-63_48__-9_92_2018-07-25.jpg,0.2361," (1, 0."
-63_48__-9_96_2018-07-25.jpg,0.0417," (1, 0."
-63_52__-10_0_2018-07-25.jpg,0.1944," (1, 0."
-63_52__-10_08_2018-07-25.jpg,0.4643," (1, 0."
-63_52__-9_96_2018-07-25.jpg,0.0078," (1, 0."
-63_56__-10_0_2018-07-25.jpg,0.1538," (1, 0."
-63_56__-10_04_2018-07-25.jpg,0.0625," (1, 0."
-63_56__-10_08_2018-07-25.jpg,0.0000," (1, 0."
-63_6__-10_0_2018-07-25.jpg,0.0000," (1, 0."
-63_6__-10_04_2018-07-25.jpg,0.0000," (1, 0."
-63_6__-10_08_2018-07-25.jpg,0.0000," (1, 0."
-63_6__-9_88_2018-07-25.jpg,0.0000," (1, 0."
-63_6__-9_96_2018-07-25.jpg,0.2500," (1, 0."
