-63_6__3_7_2019-02-26.jpg,0.5,"0, 0.0687",0.0687,,"0, 0.0723",0.0723,,,0.128567418,,0.134850322,,,0,,,,,
-63_635__3_705_2020-03-04.jpg,0.3333,"0, 0.0376",0.0376,,"0, 0.0336",0.0336,,,0.072474942,,0.06501548,,,-0.0036,,,,,
-63_635__3_705_2020-09-13.jpg,0.02,"0, 0.0139",0.0139,,"0, 0.0)\n",0,,,0.027418878,,0,,,0.004,,,,,
-63_635__3_705_2020-12-04.jpg,0,"0, 0.0)\n",0,,"0, 0.0)\n",0,,,0,,0,,,0.0139,,,,,
-63_635__3_75_2020-12-04.jpg,0,"0, 0.0)\n",0,,"0, 0.0)\n",0,,,0,,0,,,0,,,,,
-63_67__2_485_2018-03-15.jpg,0.5,"0, 0.0410",0.041,,"0, 0.0261",0.0261,,,0.078770413,,0.050872235,,,0,,,,,
-63_675__3_705_2020-03-04.jpg,0.0312,"0, 0.0115",0.0115,,"0, 0.0)\n",0,,,0.022738507,,0,,,0.0149,,,,,
-63_675__3_705_2020-12-04.jpg,0.5152,"0, 0.0442",0.0442,,"0, 0.0478",0.0478,,,0.084658111,,0.091238786,,,0.0115,,,,,
-63_675__3_75_2020-03-04.jpg,0,"0, 0.0)\n",0,,"0, 0.0)\n",0,,,0,,0,,,-0.0036,,,,,
-63_675__3_75_2020-09-13.jpg,0.5,"0, 0.0416",0.0416,,"0, 0.0172",0.0172,,,0.079877112,,0.033818325,,,0,,,,,
-63_675__3_75_2020-12-04.jpg,0.5,"0, 0.0383",0.0383,,"0, 0.0035",0.0035,,,0.073774439,,0.006975585,,,0.0244,,,,,
-63_68__3_7_2019-02-26.jpg,0.25,"0, 0.0331",0.0331,,"0, 0.0336",0.0336,,,0.064078986,,0.06501548,,,0.0348,,,,,
-63_68__3_74_2019-02-26.jpg,0.2935,"0, 0.0498",0.0498,,"0, 0.0255",0.0255,,,0.094875214,,0.049731838,,,-0.0005,,,,,
-63_71__2_485_2018-03-15.jpg,0.1103,"0, 0.0530",0.053,,"0, 0.0409",0.0409,,,0.100664767,,0.078585839,,,0.0243,,,,,
-63_88__2_5_2020-09-18.jpg,1,"0, 0.0840",0.084,,"0, 0.0422",0.0422,,,0.15498155,,0.080982537,,,0.0121,,,,,
-63_92__2_5_2020-09-18.jpg,0.2073,"0, 0.0888",0.0888,,"0, 0.0034",0.0034,,,0.163115356,,0.006776958,,,0.0418,,,,,
-63_96__2_5_2020-09-18.jpg,0.3409,"0, 0.0589",0.0589,,"0, 0.0390",0.039,,,0.111247521,,0.075072185,,,0.0854,,,,,
-64_0__2_5_2020-09-18.jpg,0.1667,"0, 0.0289",0.0289,,"0, 0.0343",0.0343,,,0.056176499,,0.066325051,,,0.0199,,,,,
-70_86__-3_47_2021-01-17.jpg,0.5,"0, 0.0389",0.0389,,"0, 0.0276",0.0276,,,0.0748869,,0.0537174,,,-0.0054,,,,,
-70_88__-3_81_2021-01-17.jpg,0.375,"0, 0.0828",0.0828,,"0, 0.0801",0.0801,,,0.15293683,,0.1483196,,,0.0113,,,,,
-70_9__-3_51_2021-01-17.jpg,0.75,"0, 0.0697",0.0697,,"0, 0.0521",0.0521,,,0.130316911,,0.099040015,,,0.0027,,,,,
-70_92__-3_81_2021-01-17.jpg,0.3333,"0, 0.1096",0.1096,,"0, 0.0887",0.0887,,,0.197548666,,0.162946634,,,0.0176,,,,,
-70_94__-3_51_2021-01-17.jpg,0.5,"0, 0.0402",0.0402,,"0, 0.0383",0.0383,,,0.077292828,,0.073774439,,,0.0209,,,,,
-70_96__-3_81_2021-01-17.jpg,0.1024,"0, 0.0433",0.0433,,"0, 0.0211",0.0211,,,0.083005847,,0.04132798,,,0.0019,,,,,
-70_98__-3_55_2021-01-17.jpg,0,"0, 0.0)\n",0,,"0, 0.0)\n",0,,,0,,0,,,0.0222,,,,,
-71_02__-3_51_2021-01-17.jpg,0.0435,"0, 0.0149",0.0149,,"0, 0.0)\n",0,,,0.029362499,,0,,,0,,,,,
-71_02__-3_55_2021-01-17.jpg,0.25,"0, 0.0670",0.067,,"0, 0.0142",0.0142,,,0.125585754,,0.028002366,,,0.0149,,,,,
-71_12__-3_77_2021-01-17.jpg,1,"0, 0.0447",0.0447,,"0, 0.0436",0.0436,,,0.085574806,,0.083556918,,,0.0528,,,,,
-71_12__-3_81_2021-01-17.jpg,0.6444,"0, 0.0959",0.0959,,"0, 0.0920",0.092,,,0.175015969,,0.168498168,,,0.0011,,,,,
-71_16__-3_81_2021-01-17.jpg,0.8333,"0, 0.0772",0.0772,,"0, 0.0580",0.058,,,0.143334571,,0.109640832,,,0.0039,,,,,
-71_31__-3_68_2021-01-17.jpg,0.0769,"0, 0.0211",0.0211,,"0, 0.0221",0.0221,,,0.04132798,,0.043244301,,,0.0192,,,,,
-71_31__-3_72_2021-01-17.jpg,0.25,"0, 0.0786",0.0786,,"0, 0.0902",0.0902,,,0.145744484,,0.165474225,,,-0.001,,,,,
-71_35__-3_64_2021-01-17.jpg,0.125,"0, 0.0267",0.0267,,"0, 0.0)\n",0,,,0.052011298,,0,,,-0.0116,,,,,
-71_35__-3_68_2021-01-17.jpg,0.1958,"0, 0.0685",0.0685,,"0, 0.0770",0.077,,,0.128217127,,0.142989786,,,0.0267,,,,,
-71_35__-3_72_2021-01-17.jpg,0.5455,"0, 0.0798",0.0798,,"0, 0.0775",0.0775,,,0.147805149,,0.143851508,,,-0.0085,,,,,
-71_39__-3_68_2021-01-17.jpg,0.0833,"0, 0.0217",0.0217,,"0, 0.0051",0.0051,,,0.042478223,,0.010148244,,,0.0023,,,,,
-71_48__-3_52_2021-01-17.jpg,0.3929,"0, 0.0628",0.0628,,"0, 0.0373",0.0373,,,0.118178397,,0.071917478,,,0.0166,,,,,
-71_48__-3_56_2021-01-17.jpg,0.1111,"0, 0.0266",0.0266,,"0, 0.0199",0.0199,,,0.051821547,,0.039023434,,,0.0255,,,,,
-71_52__-3_56_2021-01-17.jpg,0,"0, 0.0)\n",0,,"0, 0.0)\n",0,,,0,,0,,,0.0067,,,,,
-71_56__-3_48_2021-01-17.jpg,0.4788,"0, 0.0774",0.0774,,"0, 0.0369",0.0369,,,0.143679228,,0.071173691,,,0,,,,,
-71_56__-3_6_2021-01-17.jpg,0.1111,"0, 0.0297",0.0297,,"0, 0.0)\n",0,,,0.057686705,,0,,,0.0405,,,,,
-71_64__-3_48_2021-01-17.jpg,0.5,"0, 0.0389",0.0389,,"0, 0.0378",0.0378,,,0.0748869,,0.072846406,,,0.0297,,,,,
-71_68__-3_44_2021-01-17.jpg,0.1,"0, 0.0239",0.0239,,"0, 0.0238",0.0238,,,0.046684247,,0.046493456,,,0.0011,,,,,
-71_68__-3_48_2021-01-17.jpg,1,"0, 0.0443",0.0443,,"0, 0.0)\n",0,,,0.084841521,,0,,,1E-04,,,,,
-71_68__-3_52_2021-01-17.jpg,0.125,"0, 0.0258",0.0258,,"0, 0.0238",0.0238,,,0.050302203,,0.046493456,,,0.0443,,,,,
-71_68__-3_56_2021-01-17.jpg,0.0556,"0, 0.0173",0.0173,,"0, 0.0)\n",0,,,0.034011599,,0,,,0.002,,,,,
-73_74__-3_91_2019-09-03.jpg,0.025,"0, 0.0091",0.0091,,"0, 0.0241",0.0241,,,0.018035874,,0.047065716,,,0.0173,,,,,
-73_78__-3_91_2019-09-03.jpg,0.1111,"0, 0.0261",0.0261,,"0, 0.0081",0.0081,,,0.050872235,,0.016069834,,,-0.015,,,,,
-73_82__-3_91_2019-09-03.jpg,0.0333,"0, 0.0191",0.0191,,"0, 0.0205",0.205,,,0.037484055,,0.340248963,,,0.018,,,,,
-56_16__-2_54_2020-09-06.jpg,0.3333,"1, 0.0590",0.059,,"1, 0.1731",0.1731,,,0.111425873,,0.295115506,,,-0.1859,,,,,
-56_2__-2_54_2020-09-06.jpg,0.25,"1, 0.0518",0.0518,,"1, 0.0739",0.0739,,,0.098497813,,0.137629202,,,,,,,,
-56_24__-2_5_2020-09-06.jpg,1,"1, 0.1057",0.1057,,"1, 0.1457",0.1457,,,0.191191101,,0.254342323,,,,,,,,
-59_16__2_19_2020-09-12.jpg,0.6667,"1, 0.1214",0.1214,,"1, 0.1928",0.1928,,,0.21651507,,0.323272971,,,,,,,,
-59_16__2_23_2020-09-12.jpg,1,"1, 0.29)\",0.29,,"1, 0.5)\n",0,,,0.449612403,,0,,,,,,,,
-59_2__2_15_2020-09-12.jpg,0,"1, 0.0)\n",0,,"1, 0.0)\n",0,,,0,,0,,,,,,,,
-59_2__2_19_2020-09-12.jpg,0.0769,"1, 0.0282",0.0282,,"1, 0.1519",0.1519,,,0.054853141,,0.263738172,,,,,,,,
-63_36__-10_0_2018-07-25.jpg,0.3333,"1, 0.0499",0.0499,,"1, 0.0)\n",0,,,0.095056672,,0,,,,,,,,
-63_36__-10_04_2018-07-25.jpg,0.0204,"1, 0.0057",0.057,,"1, 0.0)\n",0,,,0.107852412,,0,,,,,,,,
-63_36__-10_08_2018-07-25.jpg,0.2589,"1, 0.1192",0.1192,,"1, 0.1076",0.1076,,,0.213009292,,0.194293969,,,,,,,,
-63_36__-9_88_2018-07-25.jpg,0.125,"1, 0.0370",0.037,,"1, 0.0122",0.122,,,0.071359691,,0.217468806,,,,,,,,
-63_36__-9_92_2018-07-25.jpg,0.3333,"1, 0.0744",0.0744,,"1, 0.0284",0.0284,,,0.138495905,,0.055231427,,,,,,,,
-63_36__-9_96_2018-07-25.jpg,0.1333,"1, 0.0536",0.0536,,"1, 0.0355",0.355,,,0.101746393,,0.52398524,,,,,,,,
-63_4__-10_0_2018-07-25.jpg,0.0147,"1, 0.0098",0.0098,,"1, 0.0187",0.187,,,0.019409784,,0.315080034,,,,,,,,
-63_4__-10_04_2018-07-25.jpg,0.1947,"1, 0.1068",0.1068,,"1, 0.0820",0.082,,,0.192988797,,0.151571165,,,,,,,,
-63_4__-10_08_2018-07-25.jpg,0.0667,"1, 0.0452",0.0452,,"1, 0.0075",0.0075,,,0.086490624,,0.014888337,,,,,,,,
-63_4__-9_92_2018-07-25.jpg,0.25,"1, 0.0485",0.0485,,"1, 0.0247",0.0247,,,0.092513114,,0.048209232,,,,,,,,
-63_4__-9_96_2018-07-25.jpg,0.6429,"1, 0.0886",0.0886,,"1, 0.0335",0.0335,,,0.16277788,,0.064828254,,,,,,,,
-63_44__-10_0_2018-07-25.jpg,0.3846,"1, 0.0776",0.0776,,"1, 0.0091",0.0091,,,0.144023756,,0.018035874,,,,,,,,
-63_44__-10_04_2018-07-25.jpg,0.1387,"1, 0.0864",0.0864,,"1, 0.0292",0.0292,,,0.159057437,,0.056743101,,,,,,,,
-63_44__-10_08_2018-07-25.jpg,0.1286,"1, 0.0466",0.0466,,"1, 0.0030",0.003,,,0.089050258,,0.005982054,,,,,,,,
-63_44__-9_92_2018-07-25.jpg,0.5,"1, 0.0520",0.052,,"1, 0.0623",0.0623,,,0.098859316,,0.117292667,,,,,,,,
-63_44__-9_96_2018-07-25.jpg,0.5,"1, 0.0595",0.0595,,"1, 0.0303",0.0303,,,0.112317131,,0.05881782,,,,,,,,
-63_48__-10_0_2018-07-25.jpg,0.35,"1, 0.0904",0.0904,,"1, 0.1204",0.01204,,,0.165810712,,0.023793526,,,,,,,,
-63_48__-10_04_2018-07-25.jpg,0.2222,"1, 0.0611",0.0611,,"1, 0.0)\n",0,,,0.11516351,,0,,,,,,,,
-63_48__-9_88_2018-07-25.jpg,0.162,"1, 0.0554",0.0554,,"1, 0.0831",0.0831,,,0.104983892,,0.153448435,,,,,,,,
-63_48__-9_92_2018-07-25.jpg,0.0909,"1, 0.0273",0.0273,,"1, 0.0140",0.014,,,0.053149031,,0.027613412,,,,,,,,
-63_48__-9_96_2018-07-25.jpg,0.3889,"1, 0.1139",0.1139,,"1, 0.0755",0.0755,,,0.204506688,,0.140399814,,,,,,,,
-63_52__-10_0_2018-07-25.jpg,0.3958,"1, 0.1333",0.1333,,"1, 0.1424",0.1424,,,0.235242213,,0.24929972,,,,,,,,
-63_52__-10_08_2018-07-25.jpg,0,"1, 0.0)\n",0,,"1, 0.0014",0.0014,,,0,,0.002796085,,,,,,,,
-63_52__-9_96_2018-07-25.jpg,0.0952,"1, 0.0444",0.0444,,"1, 0.0706",0.0706,,,0.085024895,,0.131888661,,,,,,,,
-63_56__-10_0_2018-07-25.jpg,0.1458,"1, 0.0707",0.0707,,"1, 0.0487",0.0487,,,0.132063136,,0.092876895,,,,,,,,
